,service_name,summary,date,status,details,description,service,datetime,simple_service_name,region_name,start_time,end_time,pattern_for_debug,timezone,failure_time,year,month,day,iso_date,problem,report
47,Amazon Connect (N. Virginia),[RESOLVED] Call quality degradation,1534866429,1,,"<div><span class=""yellowfg""> 8:47 AM PDT</span>&nbsp;We are investigating degraded call quality in the US-EAST-1 Region.</div><div><span class=""yellowfg""> 9:21 AM PDT</span>&nbsp;Between 7:10 AM and 8:55 AM PDT, we experienced degraded call quality in the US-EAST-1 Region. Agents and end-customers may have experienced increased call latency or static on calls during this time. The issue has been resolved and the service is operating normally. </div>",connect-us-east-1,2018-08-21 15:47:09,Connect,N. Virginia,7:10 AM,8:55 AM,2,PDT,105.0,2018,8,21,2018-08-21,call quality degradation," 8:47 AM PDT -  We are investigating degraded call quality in the US-EAST-1 Region.
 9:21 AM PDT -  Between 7:10 AM and 8:55 AM PDT, we experienced degraded call quality in the US-EAST-1 Region. Agents and end-customers may have experienced increased call latency or static on calls during this time. The issue has been resolved and the service is operating normally. "
48,Amazon Cognito (Oregon),[RESOLVED] Increased API Error Rates,1535399349,1,,"<div><span class=""yellowfg"">12:49 PM PDT</span>&nbsp;We are investigating increased error rates for API calls for Cognito User Pools in the US-WEST-2 Region.</div><div><span class=""yellowfg""> 1:16 PM PDT</span>&nbsp;We can confirm increased error rates for API calls for Cognito User Pools in the US-WEST-2 Region and continue to work towards resolution.</div><div><span class=""yellowfg""> 1:34 PM PDT</span>&nbsp;Between 11:33 AM and 1:25 PM PDT we experienced increased error rates for API calls for Cognito User Pools in the US-WEST-2 Region. The issue has been resolved and the service is operating normally.</div>",cognito-us-west-2,2018-08-27 19:49:09,Cognito,Oregon,11:33 AM,1:25 PM,2,PDT,112.0,2018,8,27,2018-08-27,increased api error rates,"12:49 PM PDT -  We are investigating increased error rates for API calls for Cognito User Pools in the US-WEST-2 Region.
 1:16 PM PDT -  We can confirm increased error rates for API calls for Cognito User Pools in the US-WEST-2 Region and continue to work towards resolution.
 1:34 PM PDT -  Between 11:33 AM and 1:25 PM PDT we experienced increased error rates for API calls for Cognito User Pools in the US-WEST-2 Region. The issue has been resolved and the service is operating normally."
49,Amazon Simple Queue Service (N. Virginia),[RESOLVED] Elevated error rates for SQS,1536163992,1,,"<div><span class=""yellowfg""> 9:13 AM PDT</span>&nbsp;We are currently investigating elevated error rates for SQS in the US-EAST-1 Region.</div><div><span class=""yellowfg""> 9:30 AM PDT</span>&nbsp;Between 7:38 AM and 9:18 AM PDT, we experienced elevated API error rates and connection failures in the US-EAST-1 Region. The issue has been resolved and the service is operating normally. </div>",sqs-us-east-1,2018-09-05 16:13:12,Simple Queue Service,N. Virginia,7:38 AM,9:18 AM,2,PDT,100.0,2018,9,5,2018-09-05,elevated error rates for sqs," 9:13 AM PDT -  We are currently investigating elevated error rates for SQS in the US-EAST-1 Region.
 9:30 AM PDT -  Between 7:38 AM and 9:18 AM PDT, we experienced elevated API error rates and connection failures in the US-EAST-1 Region. The issue has been resolved and the service is operating normally. "
50,Amazon WorkMail (N. Virginia),[RESOLVED] Degraded WorkMail performance,1536725279,1,,"<div><span class=""yellowfg""> 9:08 PM PDT</span>&nbsp;We are investigating degraded WorkMail service performance in the US-EAST-1 Region, impacting IMAP client usability and synchronization of messages.
There is no impact to Outlook, EWS client applications or mobile clients.</div><div><span class=""yellowfg""> 9:40 PM PDT</span>&nbsp;We have identified the cause of degraded WorkMail service performance in the US-EAST-1 Region, impacting IMAP client usability and synchronization of messages and continue working towards resolution. There is no impact to Outlook, EWS client applications or mobile clients.</div><div><span class=""yellowfg""> 9:59 PM PDT</span>&nbsp;Between 7:10 PM and 9:46 PM PDT we experienced degraded WorkMail service performance in the US-EAST-1 Region, impacting IMAP client usability and synchronization of messages. The issue has been resolved and the service is operating normally.</div>",workmail-us-east-1,2018-09-12 04:07:59,WorkMail,N. Virginia,7:10 PM,9:46 PM,2,PDT,156.0,2018,9,12,2018-09-12,degraded workmail performance," 9:08 PM PDT -  We are investigating degraded WorkMail service performance in the US-EAST-1 Region, impacting IMAP client usability and synchronization of messages.There is no impact to Outlook, EWS client applications or mobile clients.
 9:40 PM PDT -  We have identified the cause of degraded WorkMail service performance in the US-EAST-1 Region, impacting IMAP client usability and synchronization of messages and continue working towards resolution. There is no impact to Outlook, EWS client applications or mobile clients.
 9:59 PM PDT -  Between 7:10 PM and 9:46 PM PDT we experienced degraded WorkMail service performance in the US-EAST-1 Region, impacting IMAP client usability and synchronization of messages. The issue has been resolved and the service is operating normally."
51,Amazon Elastic Compute Cloud (Ireland),[RESOLVED] Network Connectivity,1537949151,1,,"<div><span class=""yellowfg""> 1:06 AM PDT</span>&nbsp;We are investigating increased error rates for new launches in the EU-WEST-1 Region.

</div><div><span class=""yellowfg""> 1:37 AM PDT</span>&nbsp;We can confirm increased API error rates and connectivity issues for some instances in a single Availability Zone in the EU-WEST-1 Region.</div><div><span class=""yellowfg""> 2:14 AM PDT</span>&nbsp;We continue to investigate connectivity issues from some instances to some AWS services in the EU-WEST-1 Region. We have identified the root cause and are taking steps to resolve the issue.</div><div><span class=""yellowfg""> 3:03 AM PDT</span>&nbsp;We have resolved the connectivity issues from EC2 instances to the affected AWS services in the EU-WEST-1 Region. We continue to see elevated error rates for the RunInstances EC2 API, which we are working to resolve. Internet connectivity and connectivity between EC2 instances remain unaffected.</div><div><span class=""yellowfg""> 3:28 AM PDT</span>&nbsp;Starting at 12:15 AM PDT we experienced increased API error rates for the EC2 API, and connectivity issues between EC2 instances and AWS services in the EU-WEST-1 Region. At 2:29 AM PDT, the connectivity issues between EC2 instances and AWS services were resolved. At 2:59 AM PDT, the increased API error rates for the EC2 APIs were fully resolved. Internet connectivity and connectivity between EC2 instances was not affected. The issue has been resolved and the service is operating normally.</div>",ec2-eu-west-1,2018-09-26 08:05:51,Elastic Compute Cloud,Ireland,2:29 AM,2:59 AM,2,PDT,30.0,2018,9,26,2018-09-26,network connectivity," 1:06 AM PDT -  We are investigating increased error rates for new launches in the EU-WEST-1 Region.
 1:37 AM PDT -  We can confirm increased API error rates and connectivity issues for some instances in a single Availability Zone in the EU-WEST-1 Region.
 2:14 AM PDT -  We continue to investigate connectivity issues from some instances to some AWS services in the EU-WEST-1 Region. We have identified the root cause and are taking steps to resolve the issue.
 3:03 AM PDT -  We have resolved the connectivity issues from EC2 instances to the affected AWS services in the EU-WEST-1 Region. We continue to see elevated error rates for the RunInstances EC2 API, which we are working to resolve. Internet connectivity and connectivity between EC2 instances remain unaffected.
 3:28 AM PDT -  Starting at 12:15 AM PDT we experienced increased API error rates for the EC2 API, and connectivity issues between EC2 instances and AWS services in the EU-WEST-1 Region. At 2:29 AM PDT, the connectivity issues between EC2 instances and AWS services were resolved. At 2:59 AM PDT, the increased API error rates for the EC2 APIs were fully resolved. Internet connectivity and connectivity between EC2 instances was not affected. The issue has been resolved and the service is operating normally."
52,AWS CloudHSM (Ireland),[RESOLVED] Connectivity issues,1537956232,1,,"<div><span class=""yellowfg""> 3:11 AM PDT</span>&nbsp;We are continuing to investigate connectivity issues impacting CloudHSM and CloudHSM Classic HSMs in a single Availability Zone in EU-WEST-1 Region.</div><div><span class=""yellowfg""> 3:44 AM PDT</span>&nbsp;We can confirm that current generation CloudHSM instances are operating normally. CloudHSM Classic instances in a single Availability Zone in the EU-WEST-1 Region are experiencing network connectivity errors. As we work to recover the remaining CloudHSM Classic instances, we will continue to provide updates via the Personal Health Dashboard.</div>",cloudhsm-eu-west-1,2018-09-26 10:03:52,CloudHSM,Ireland,3:11 AM,3:44 AM,5,PDT,33.0,2018,9,26,2018-09-26,connectivity issues," 3:11 AM PDT -  We are continuing to investigate connectivity issues impacting CloudHSM and CloudHSM Classic HSMs in a single Availability Zone in EU-WEST-1 Region.
 3:44 AM PDT -  We can confirm that current generation CloudHSM instances are operating normally. CloudHSM Classic instances in a single Availability Zone in the EU-WEST-1 Region are experiencing network connectivity errors. As we work to recover the remaining CloudHSM Classic instances, we will continue to provide updates via the Personal Health Dashboard."
53,Amazon Elastic File System (Ireland),[RESOLVED] Network Connectivity,1537958697,0,,"<div><span class=""yellowfg""> 4:13 AM PDT</span>&nbsp;Between 12:15 AM and 2:12 AM PDT, we experienced increased error rates for console requests in EU-WEST-1 Region. The issue has been resolved and the service is now operating normally.</div>",elasticfilesystem-eu-west-1,2018-09-26 10:44:57,Elastic File System,Ireland,12:15 AM,2:12 AM,2,PDT,117.0,2018,9,26,2018-09-26,network connectivity," 4:13 AM PDT -  Between 12:15 AM and 2:12 AM PDT, we experienced increased error rates for console requests in EU-WEST-1 Region. The issue has been resolved and the service is now operating normally."
54,AWS Direct Connect (Ireland),[RESOLVED] Network Connectivity,1537960452,0,,"<div><span class=""yellowfg""> 4:19 AM PDT</span>&nbsp;Between 12:15 AM and 2:29 AM PDT, we experienced increased packet loss, impacting AWS Direct Connect connectivity for some customers in the EU-WEST-1 Region. The issue has been resolved and the service is now operating normally.</div>",directconnect-eu-west-1,2018-09-26 11:14:12,Direct Connect,Ireland,12:15 AM,2:29 AM,2,PDT,134.0,2018,9,26,2018-09-26,network connectivity," 4:19 AM PDT -  Between 12:15 AM and 2:29 AM PDT, we experienced increased packet loss, impacting AWS Direct Connect connectivity for some customers in the EU-WEST-1 Region. The issue has been resolved and the service is now operating normally."
55,Amazon Redshift (N. Virginia),[RESOLVED] Increased API Error Rates,1538097782,1,,"<div><span class=""yellowfg""> 6:23 PM PDT</span>&nbsp;Between 5:45 PM and 6:10 PM PDT we experienced increased API error rates in the US-EAST-1 Region. The issue has been resolved and the service is operating normally.</div>",redshift-us-east-1,2018-09-28 01:23:02,Redshift,N. Virginia,5:45 PM,6:10 PM,2,PDT,25.0,2018,9,28,2018-09-28,increased api error rates, 6:23 PM PDT -  Between 5:45 PM and 6:10 PM PDT we experienced increased API error rates in the US-EAST-1 Region. The issue has been resolved and the service is operating normally.
56,AWS Internet Connectivity (Frankfurt),[RESOLVED] Network connectivity,1538413958,1,,"<div><span class=""yellowfg"">10:12 AM PDT</span>&nbsp;We are investigating intermittent connectivity issues between the EU-CENTRAL-1 Region and other AWS Regions.</div><div><span class=""yellowfg"">10:24 AM PDT</span>&nbsp;We can confirm intermittent issues for Internet and Inter-region network connectivity within the EU-CENTRAL-1 Region. We have mitigated the impact but continue to work towards full resolution.</div><div><span class=""yellowfg"">10:59 AM PDT</span>&nbsp;Between 9:21 AM and 9:31 AM PDT and between 9:41 AM and 9:51 AM PDT we experienced Internet connectivity issues for the EU-CENTRAL-1 Region and Inter-region connectivity issues between the EU-CENTRAL-1 Region and other AWS regions. The issue has been resolved and the service is operating normally.</div>",internetconnectivity-eu-central-1,2018-10-01 17:12:38,Internet Connectivity,Frankfurt,9:41 AM,9:51 AM,2,PDT,10.0,2018,10,1,2018-10-01,network connectivity,"10:12 AM PDT -  We are investigating intermittent connectivity issues between the EU-CENTRAL-1 Region and other AWS Regions.
10:24 AM PDT -  We can confirm intermittent issues for Internet and Inter-region network connectivity within the EU-CENTRAL-1 Region. We have mitigated the impact but continue to work towards full resolution.
10:59 AM PDT -  Between 9:21 AM and 9:31 AM PDT and between 9:41 AM and 9:51 AM PDT we experienced Internet connectivity issues for the EU-CENTRAL-1 Region and Inter-region connectivity issues between the EU-CENTRAL-1 Region and other AWS regions. The issue has been resolved and the service is operating normally."
57,Amazon Elastic Compute Cloud (Oregon),[RESOLVED] Increased API Errors ,1538424731,1,,"<div><span class=""yellowfg""> 1:12 PM PDT</span>&nbsp;We are investigating increased error rates and latencies for the EC2 APIs in the US-WEST-2 Region.</div><div><span class=""yellowfg""> 2:06 PM PDT</span>&nbsp;We continue to investigate increased error rates and latencies for the EC2 APIs and EC2 Management Console in the US-WEST-2 Region. Existing EC2 instances are not affected.</div><div><span class=""yellowfg""> 3:14 PM PDT</span>&nbsp;We are seeing recovery for the increased error rates and latencies affecting the EC2 APIs in the US-WEST-2 Region. Some requests may return a ""request limit exceeded"" error as we work toward full recovery. We recommend retrying failed requests.</div><div><span class=""yellowfg""> 4:41 PM PDT</span>&nbsp;Error rates and latencies for the EC2 APIs in the US-WEST-2 Region remain at normal levels. A small percentage of requests are still returning a ""request limit exceeded"" error as we work toward full recovery. We recommend retrying failed requests.</div><div><span class=""yellowfg""> 5:33 PM PDT</span>&nbsp;Starting at 11:20 AM PDT, we experienced periods of increased error rates and latencies for the EC2 APIs in the US-WEST-2 Region. At 2:02 PM PDT, error rates and latencies recovered for the majority of the affected APIs. At 2:55 PM PDT error rates and latencies returned to normal levels but some customers continued to experience ""request limit exceeded"" errors. At 5:10 PM PDT, all error rates, including ""request limit exceeded"" errors, returned to normal levels. The issue has been resolved and the service is operating normally.</div>",ec2-us-west-2,2018-10-01 20:12:11,Elastic Compute Cloud,Oregon,11:20 AM,5:10 PM,6,PDT,350.0,2018,10,1,2018-10-01,increased api errors," 1:12 PM PDT -  We are investigating increased error rates and latencies for the EC2 APIs in the US-WEST-2 Region.
 2:06 PM PDT -  We continue to investigate increased error rates and latencies for the EC2 APIs and EC2 Management Console in the US-WEST-2 Region. Existing EC2 instances are not affected.
 3:14 PM PDT -  We are seeing recovery for the increased error rates and latencies affecting the EC2 APIs in the US-WEST-2 Region. Some requests may return a ""request limit exceeded"" error as we work toward full recovery. We recommend retrying failed requests.
 4:41 PM PDT -  Error rates and latencies for the EC2 APIs in the US-WEST-2 Region remain at normal levels. A small percentage of requests are still returning a ""request limit exceeded"" error as we work toward full recovery. We recommend retrying failed requests.
 5:33 PM PDT -  Starting at 11:20 AM PDT, we experienced periods of increased error rates and latencies for the EC2 APIs in the US-WEST-2 Region. At 2:02 PM PDT, error rates and latencies recovered for the majority of the affected APIs. At 2:55 PM PDT error rates and latencies returned to normal levels but some customers continued to experience ""request limit exceeded"" errors. At 5:10 PM PDT, all error rates, including ""request limit exceeded"" errors, returned to normal levels. The issue has been resolved and the service is operating normally."
58,Auto Scaling (Oregon),[RESOLVED] Increased Launch Latencies ,1538428181,1,,"<div><span class=""yellowfg""> 2:09 PM PDT</span>&nbsp;We are investigating increased launch times for EC2 instances managed by Auto Scaling in the US-WEST-2 Region.</div><div><span class=""yellowfg""> 3:29 PM PDT</span>&nbsp;Between 12:32 PM PDT and 2:40 PM PDT, we experienced elevated launch times for EC2 instance managed by Auto Scaling in the US-WEST-2 Region. The issue has been resolved and the service is operating normally. </div>",autoscaling-us-west-2,2018-10-01 21:09:41,Auto Scaling,Oregon,12:32 PM,2:40 PM,2,PDT,128.0,2018,10,1,2018-10-01,increased launch latencies," 2:09 PM PDT -  We are investigating increased launch times for EC2 instances managed by Auto Scaling in the US-WEST-2 Region.
 3:29 PM PDT -  Between 12:32 PM PDT and 2:40 PM PDT, we experienced elevated launch times for EC2 instance managed by Auto Scaling in the US-WEST-2 Region. The issue has been resolved and the service is operating normally. "
59,AWS Lambda (Oregon),[RESOLVED] Increased API Error Rates,1538428351,1,,"<div><span class=""yellowfg""> 2:12 PM PDT</span>&nbsp;We are investigating increased error rates for newly created functions in the US-WEST-2 Region. This includes functions created via the console as well as those created via the API or CLI.</div><div><span class=""yellowfg""> 3:51 PM PDT</span>&nbsp;We continue to investigate increased error rates for newly created VPC functions in the US-WEST-2 Region. This includes VPC functions created via the console as well as those created via the API or CLI. The issue has been resolved for non-VPC functions. </div><div><span class=""yellowfg""> 5:14 PM PDT</span>&nbsp;Between 12:47 PM PDT and 4:55 PM PDT, we experienced increased error rates for newly created functions in US-WEST-2 Region. The issue has been resolved and the service is operating normally.</div>",lambda-us-west-2,2018-10-01 21:12:31,Lambda,Oregon,12:47 PM,4:55 PM,2,PDT,248.0,2018,10,1,2018-10-01,increased api error rates," 2:12 PM PDT -  We are investigating increased error rates for newly created functions in the US-WEST-2 Region. This includes functions created via the console as well as those created via the API or CLI.
 3:51 PM PDT -  We continue to investigate increased error rates for newly created VPC functions in the US-WEST-2 Region. This includes VPC functions created via the console as well as those created via the API or CLI. The issue has been resolved for non-VPC functions. 
 5:14 PM PDT -  Between 12:47 PM PDT and 4:55 PM PDT, we experienced increased error rates for newly created functions in US-WEST-2 Region. The issue has been resolved and the service is operating normally."
60,Amazon Elastic Load Balancing (Oregon),[RESOLVED] Increased Provisioning Latencies ,1538428470,1,,"<div><span class=""yellowfg""> 2:14 PM PDT</span>&nbsp;We are investigating increased provisioning times for load balancers in the US-WEST-2 Region. Connectivity to existing load balancers is not affected.</div><div><span class=""yellowfg""> 3:49 PM PDT</span>&nbsp;We are seeing an improvement in the increased provisioning times affecting load balancers in the US-WEST-2 Region. We continue to work towards full recovery.</div><div><span class=""yellowfg""> 5:25 PM PDT</span>&nbsp;Between 1:00 PM and 4:48 PM PDT, we experienced increased provisioning times for load balancers in the US-WEST-2 Region. Connectivity to load balancers was not affected. The issue has been resolved and the service is operating normally.</div>",elb-us-west-2,2018-10-01 21:14:30,Elastic Load Balancing,Oregon,1:00 PM,4:48 PM,2,PDT,228.0,2018,10,1,2018-10-01,increased provisioning latencies," 2:14 PM PDT -  We are investigating increased provisioning times for load balancers in the US-WEST-2 Region. Connectivity to existing load balancers is not affected.
 3:49 PM PDT -  We are seeing an improvement in the increased provisioning times affecting load balancers in the US-WEST-2 Region. We continue to work towards full recovery.
 5:25 PM PDT -  Between 1:00 PM and 4:48 PM PDT, we experienced increased provisioning times for load balancers in the US-WEST-2 Region. Connectivity to load balancers was not affected. The issue has been resolved and the service is operating normally."
61,Amazon Elastic MapReduce (Oregon),[RESOLVED] Delays in starting clusters,1538429178,1,,"<div><span class=""yellowfg""> 2:26 PM PDT</span>&nbsp;We are investigating delays in starting clusters in the US-WEST-2 Region. Existing clusters are not affected.</div><div><span class=""yellowfg""> 3:53 PM PDT</span>&nbsp;We continue to investigate delays in starting clusters in the US-WEST-2 Region. Existing clusters are not affected. </div><div><span class=""yellowfg""> 5:11 PM PDT</span>&nbsp;Between 1:10 PM and 4:20 PM PDT we experienced delays in starting clusters in US-West-2 Region. Existing clusters were not affected. The issue has been resolved and the service is operating normally.</div><div><span class=""yellowfg""> 5:17 PM PDT</span>&nbsp;Between 1:10 PM and 4:20 PM PDT we experienced delays in starting clusters in US-WEST-2 Region. Existing clusters were not affected. The issue has been resolved and the service is operating normally.</div>",emr-us-west-2,2018-10-01 21:26:18,Elastic MapReduce,Oregon,1:10 PM,4:20 PM,2,PDT,190.0,2018,10,1,2018-10-01,delays in starting clusters," 2:26 PM PDT -  We are investigating delays in starting clusters in the US-WEST-2 Region. Existing clusters are not affected.
 3:53 PM PDT -  We continue to investigate delays in starting clusters in the US-WEST-2 Region. Existing clusters are not affected. 
 5:11 PM PDT -  Between 1:10 PM and 4:20 PM PDT we experienced delays in starting clusters in US-West-2 Region. Existing clusters were not affected. The issue has been resolved and the service is operating normally.
 5:17 PM PDT -  Between 1:10 PM and 4:20 PM PDT we experienced delays in starting clusters in US-WEST-2 Region. Existing clusters were not affected. The issue has been resolved and the service is operating normally."
62,Amazon WorkSpaces (Oregon),[RESOLVED] Increased Provisioning Error Rates,1538430961,1,,"<div><span class=""yellowfg""> 2:56 PM PDT</span>&nbsp;We are investigating increased error rates and latencies for provisioning new WorkSpaces in the US-WEST-2 Region</div><div><span class=""yellowfg""> 3:21 PM PDT</span>&nbsp;Between 1:00 PM and 3:00 PM PDT, we experienced increased error rates for new WorkSpaces provisioning in the US-WEST-2 Region. Existing WorkSpaces were unaffected. The issue has been resolved and the service is operating normally. </div>",workspaces-us-west-2,2018-10-01 21:56:01,WorkSpaces,Oregon,1:00 PM,3:00 PM,2,PDT,120.0,2018,10,1,2018-10-01,increased provisioning error rates," 2:56 PM PDT -  We are investigating increased error rates and latencies for provisioning new WorkSpaces in the US-WEST-2 Region
 3:21 PM PDT -  Between 1:00 PM and 3:00 PM PDT, we experienced increased error rates for new WorkSpaces provisioning in the US-WEST-2 Region. Existing WorkSpaces were unaffected. The issue has been resolved and the service is operating normally. "
63,Amazon Elastic Compute Cloud (Oregon),[RESOLVED] Increased API Errors,1538626579,1,,"<div><span class=""yellowfg""> 9:16 PM PDT</span>&nbsp;We're investigating increased error rates and latencies for the EC2 APIs in the US-WEST-2 Region.</div><div><span class=""yellowfg""> 9:45 PM PDT</span>&nbsp;Between 8:48 PM and 9:25 PM PDT we experienced increased error rates and latencies in the US-WEST-2 Region. The issue has been resolved and the service is operating normally.</div>",ec2-us-west-2,2018-10-04 04:16:19,Elastic Compute Cloud,Oregon,8:48 PM,9:25 PM,2,PDT,37.0,2018,10,4,2018-10-04,increased api errors," 9:16 PM PDT -  We're investigating increased error rates and latencies for the EC2 APIs in the US-WEST-2 Region.
 9:45 PM PDT -  Between 8:48 PM and 9:25 PM PDT we experienced increased error rates and latencies in the US-WEST-2 Region. The issue has been resolved and the service is operating normally."
64,AWS Secrets Manager (Oregon),[RESOLVED] Elevated latencies and API Error Rates,1538645129,1,,"<div><span class=""yellowfg""> 2:25 AM PDT</span>&nbsp;We are investigating elevated latencies and API error rates in the US-WEST-2 Region.</div><div><span class=""yellowfg""> 3:09 AM PDT</span>&nbsp;We continue to investigate elevated latencies and API error rates in the US-WEST-2 Region.</div><div><span class=""yellowfg""> 8:04 AM PDT</span>&nbsp;Between 2:04 AM and 7:50 AM PDT we experienced increased API error rates and latencies in the US-WEST-2 Region. The issue has been resolved and the service is operating normally.</div>",secretsmanager-us-west-2,2018-10-04 09:25:29,Secrets Manager,Oregon,2:04 AM,7:50 AM,2,PDT,346.0,2018,10,4,2018-10-04,elevated latencies and api error rates," 2:25 AM PDT -  We are investigating elevated latencies and API error rates in the US-WEST-2 Region.
 3:09 AM PDT -  We continue to investigate elevated latencies and API error rates in the US-WEST-2 Region.
 8:04 AM PDT -  Between 2:04 AM and 7:50 AM PDT we experienced increased API error rates and latencies in the US-WEST-2 Region. The issue has been resolved and the service is operating normally."
65,Amazon Simple Storage Service (Ohio),[RESOLVED] Increased Error Rates,1538766090,2,,"<div><span class=""yellowfg"">12:01 PM PDT</span>&nbsp;We are investigating increased error rates for Amazon S3 requests in the US-EAST-2 Region.</div><div><span class=""yellowfg"">12:16 PM PDT</span>&nbsp;We have identified the root cause of the increased error rates in the US-EAST-2 Region and are working towards resolution.</div><div><span class=""yellowfg"">12:42 PM PDT</span>&nbsp;We have identified the root cause and are seeing some recovery. We are continuing to monitor and work towards full resolution.</div><div><span class=""yellowfg"">12:51 PM PDT</span>&nbsp;Between 11:47 AM and 12:33 PM PDT we experienced increased error rates for Amazon S3 requests in the US-EAST-2 Region. The issue has been resolved and the service is operating normally.</div>",s3-us-east-2,2018-10-05 19:01:30,Simple Storage Service,Ohio,11:47 AM,12:33 PM,2,PDT,46.0,2018,10,5,2018-10-05,increased error rates,"12:01 PM PDT -  We are investigating increased error rates for Amazon S3 requests in the US-EAST-2 Region.
12:16 PM PDT -  We have identified the root cause of the increased error rates in the US-EAST-2 Region and are working towards resolution.
12:42 PM PDT -  We have identified the root cause and are seeing some recovery. We are continuing to monitor and work towards full resolution.
12:51 PM PDT -  Between 11:47 AM and 12:33 PM PDT we experienced increased error rates for Amazon S3 requests in the US-EAST-2 Region. The issue has been resolved and the service is operating normally."
66,Amazon Glacier (Ohio),[RESOLVED] Increased Error Rates,1538768132,1,,"<div><span class=""yellowfg"">12:35 PM PDT</span>&nbsp;We are investigating increased error rates and latency in the US-EAST-2 Region. </div><div><span class=""yellowfg"">12:48 PM PDT</span>&nbsp;Between 11:47 AM PDT and 12:33 PM PDT we experienced increased API error rates and latencies in the US-EAST-2 Region. The issue has been resolved and the service is operating normally. </div>",glacier-us-east-2,2018-10-05 19:35:32,Glacier,Ohio,11:47 AM,12:33 PM,2,PDT,46.0,2018,10,5,2018-10-05,increased error rates,"12:35 PM PDT -  We are investigating increased error rates and latency in the US-EAST-2 Region. 
12:48 PM PDT -  Between 11:47 AM PDT and 12:33 PM PDT we experienced increased API error rates and latencies in the US-EAST-2 Region. The issue has been resolved and the service is operating normally. "
67,Amazon Kinesis Firehose (Ohio),[RESOLVED] Delayed Data Delivery,1538768432,1,,"<div><span class=""yellowfg"">12:40 PM PDT</span>&nbsp;We are investigating delays in S3 delivery for Kinesis Firehose in the US-EAST-2 Region.</div><div><span class=""yellowfg""> 1:01 PM PDT</span>&nbsp;Between 11:47 AM and 12:38 PM PDT we experienced increased Firehose to S3 delivery delays in the US-EAST-2 Region. The issue has been resolved and the service is operating normally. </div>",firehose-us-east-2,2018-10-05 19:40:32,Kinesis Firehose,Ohio,11:47 AM,12:38 PM,2,PDT,51.0,2018,10,5,2018-10-05,delayed data delivery,"12:40 PM PDT -  We are investigating delays in S3 delivery for Kinesis Firehose in the US-EAST-2 Region.
 1:01 PM PDT -  Between 11:47 AM and 12:38 PM PDT we experienced increased Firehose to S3 delivery delays in the US-EAST-2 Region. The issue has been resolved and the service is operating normally. "
68,Amazon Elastic Compute Cloud (Ohio),[RESOLVED] Degraded Volume Performance for EBS Volumes / Insufficient-Data for EC2 Instance Status Checks,1538769418,1,,"<div><span class=""yellowfg"">12:57 PM PDT</span>&nbsp;Between 11:47 AM and 12:33 PM PDT we experienced degraded performance for some EBS volumes in the US-EAST-2 Region. During this time, some customers also experienced insufficient-data in the results from EC2 instance status checks. CloudWatch alarms may have transitioned into ""INSUFFICIENT_DATA"" state if set on the delayed metrics. EC2 instances operated normally during this time; only EC2 CloudWatch metrics were affected. The issue has been resolved and the service is operating normally.</div>",ec2-us-east-2,2018-10-05 19:56:58,Elastic Compute Cloud,Ohio,11:47 AM,12:33 PM,2,PDT,46.0,2018,10,5,2018-10-05,degraded volume performance for ebs volumes / insufficient-data for ec2 instance status checks,"12:57 PM PDT -  Between 11:47 AM and 12:33 PM PDT we experienced degraded performance for some EBS volumes in the US-EAST-2 Region. During this time, some customers also experienced insufficient-data in the results from EC2 instance status checks. CloudWatch alarms may have transitioned into ""INSUFFICIENT_DATA"" state if set on the delayed metrics. EC2 instances operated normally during this time; only EC2 CloudWatch metrics were affected. The issue has been resolved and the service is operating normally."
69,AWS CodeCommit (Ohio),[RESOLVED] Increased Error Rates,1538769625,1,,"<div><span class=""yellowfg""> 1:00 PM PDT</span>&nbsp;Between 11:47 AM PDT and 12:33 PM PDT we experienced an increased error rate for APIs and Git Push/Pull in the US-EAST-2 Region. The issue has been resolved and the service is operating normally. </div>",codecommit-us-east-2,2018-10-05 20:00:25,CodeCommit,Ohio,11:47 AM,12:33 PM,2,PDT,46.0,2018,10,5,2018-10-05,increased error rates, 1:00 PM PDT -  Between 11:47 AM PDT and 12:33 PM PDT we experienced an increased error rate for APIs and Git Push/Pull in the US-EAST-2 Region. The issue has been resolved and the service is operating normally. 
70,Amazon Elastic Container Service (Ohio),[RESOLVED] Increased Error Rates,1538770316,1,,"<div><span class=""yellowfg""> 1:12 PM PDT</span>&nbsp;Between 11:47 AM and 12:33 PM PDT we experienced increased error rates when launching Fargate tasks in the US-EAST-2 Region. Running tasks were not impacted. The issue has been resolved and the service is operating normally.</div>",ecs-us-east-2,2018-10-05 20:11:56,Elastic Container Service,Ohio,11:47 AM,12:33 PM,2,PDT,46.0,2018,10,5,2018-10-05,increased error rates, 1:12 PM PDT -  Between 11:47 AM and 12:33 PM PDT we experienced increased error rates when launching Fargate tasks in the US-EAST-2 Region. Running tasks were not impacted. The issue has been resolved and the service is operating normally.
